iteracion,van
0,20058628648.5
1,20059861074.5
2,20096712370.7
3,20096712370.7
4,20096712370.7
5,20096712370.7
6,20118365314.6
7,20118365314.6
8,20118365314.6
9,20118365314.6
10,20118365314.6
11,20118365314.6
12,20118365314.6
13,20118365314.6
14,20118365314.6
15,20118365314.6
16,20118365314.6
17,20118365314.6
18,20118365314.6
19,20118365314.6
20,20118365314.6
21,20118365314.6
22,20118365314.6
23,20118365314.6
24,20118365314.6
25,20118365314.6
26,20118365314.6
27,20118365314.6
28,20118365314.6
29,20118365314.6
30,20118365314.6
31,20118365314.6
32,20118365314.6
33,20118365314.6
34,20118365314.6
35,20118365314.6
36,20118365314.6
37,20118365314.6
38,20118365314.6
39,20118365314.6
40,20118365314.6
41,20118365314.6
42,20118365314.6
43,20118365314.6
44,20118365314.6
45,20118365314.6
46,20118365314.6
47,20118365314.6
48,20118365314.6
49,20118365314.6
50,20118365314.6
51,20118365314.6
52,20118365314.6
53,20118365314.6
54,20118365314.6
55,20125534817.300003
56,20125534817.300003
57,20125534817.300003
58,20125534817.300003
59,20125534817.300003
60,20125534817.300003
61,20125534817.300003
62,20125534817.300003
63,20125534817.300003
64,20125534817.300003
65,20125534817.300003
66,20125534817.300003
67,20125534817.300003
68,20125534817.300003
69,20125534817.300003
70,20125534817.300003
71,20125534817.300003
72,20125534817.300003
73,20125534817.300003
74,20125534817.300003
75,20125534817.300003
76,20125534817.300003
77,20125534817.300003
78,20125534817.300003
79,20125534817.300003
80,20125534817.300003
81,20125534817.300003
82,20125534817.300003
83,20125534817.300003
84,20125534817.300003
85,20125534817.300003
86,20125534817.300003
87,20125534817.300003
88,20125534817.300003
89,20125534817.300003
90,20125534817.300003
91,20125534817.300003
92,20125534817.300003
93,20125534817.300003
94,20125534817.300003
95,20125534817.300003
96,20125534817.300003
97,20125534817.300003
98,20125534817.300003
99,20125534817.300003
100,20125534817.300003
101,20125534817.300003
102,20125534817.300003
103,20165502282.2
104,20165502282.2
105,20165502282.2
106,20165502282.2
107,20165502282.2
108,20165502282.2
109,20165502282.2
110,20165502282.2
111,20165502282.2
112,20165502282.2
113,20165502282.2
114,20165502282.2
115,20165502282.2
116,20165502282.2
117,20165502282.2
118,20165502282.2
119,20165502282.2
120,20165502282.2
121,20165502282.2
122,20165502282.2
123,20165502282.2
124,20165502282.2
125,20165502282.2
126,20165502282.2
127,20165502282.2
128,20165502282.2
129,20165502282.2
130,20165502282.2
131,20165502282.2
132,20165502282.2
133,20165502282.2
134,20165502282.2
135,20165502282.2
136,20165502282.2
137,20165502282.2
138,20165502282.2
139,20165502282.2
140,20165502282.2
141,20165502282.2
142,20165502282.2
143,20165502282.2
144,20165502282.2
145,20165502282.2
146,20165502282.2
147,20165502282.2
148,20165502282.2
149,20165502282.2
150,20165502282.2
151,20165502282.2
152,20165502282.2
153,20165502282.2
154,20165502282.2
155,20165502282.2
156,20165502282.2
157,20165502282.2
158,20165502282.2
159,20165502282.2
160,20165502282.2
161,20165502282.2
162,20165502282.2
163,20165502282.2
164,20165502282.2
165,20165502282.2
166,20165502282.2
167,20165502282.2
168,20165502282.2
169,20165502282.2
170,20165502282.2
171,20165502282.2
172,20165502282.2
173,20165502282.2
174,20165502282.2
175,20165502282.2
176,20165502282.2
177,20165502282.2
178,20165502282.2
179,20165502282.2
180,20165502282.2
181,20165502282.2
182,20165502282.2
183,20165502282.2
184,20165502282.2
185,20165502282.2
186,20165502282.2
187,20165502282.2
188,20165502282.2
189,20165502282.2
190,20165502282.2
191,20165502282.2
192,20165502282.2
193,20165502282.2
194,20165502282.2
195,20165502282.2
196,20165502282.2
197,20165502282.2
198,20165502282.2
199,20165502282.2
200,20165502282.2
