iteracion,van
266,16660695642.333332
267,16660695642.333332
268,16660695642.333332
269,16660695642.333332
270,16660695642.333332
271,16660695642.333332
272,16660695642.333332
273,16660695642.333332
274,16660695642.333332
275,16660695642.333332
276,16660695642.333332
277,16660695642.333332
278,16660695642.333332
279,16660695642.333332
280,16660695642.333332
281,16660695642.333332
282,16660695642.333332
283,16660695642.333332
284,16660695642.333332
285,16660695642.333332
286,16660695642.333332
287,16660695642.333332
288,16660695642.333332
289,16660695642.333332
290,16660695642.333332
291,16660695642.333332
292,16660695642.333332
293,16660695642.333332
294,16660695642.333332
295,16660695642.333332
296,16660695642.333332
297,16660695642.333332
298,16660695642.333332
299,16660695642.333332
300,16660695642.333332
