iteracion,van
0,15249317349.333332
1,15249317349.333332
2,15295316993.333332
3,15339307214.333332
4,15383082328.333332
5,15397972468.0
6,15451883486.666668
7,15451883486.666668
8,15505246338.333332
9,15607810605.333332
10,15732958130.333332
11,15794319474.666668
12,15864162290.333332
13,15915210290.0
14,15990227865.333332
15,15990227865.333332
16,16020277771.333332
17,16020277771.333332
18,16039011988.0
19,16086321112.666668
20,16086321112.666668
21,16115124839.333332
22,16277435617.0
23,16277435617.0
24,16292774351.0
25,16363717350.333332
26,16427168741.333332
27,16561241905.666668
28,16576432477.333332
29,16614220747.666668
30,16649321959.0
31,16660695642.333332
32,16660695642.333332
33,16660695642.333332
34,16660695642.333332
35,16660695642.333332
36,16660695642.333332
37,16660695642.333332
38,16660695642.333332
39,16660695642.333332
40,16660695642.333332
41,16660695642.333332
42,16660695642.333332
43,16660695642.333332
44,16660695642.333332
45,16660695642.333332
46,16660695642.333332
47,16660695642.333332
48,16660695642.333332
49,16660695642.333332
50,16660695642.333332
51,16660695642.333332
52,16660695642.333332
53,16660695642.333332
54,16660695642.333332
55,16660695642.333332
56,16660695642.333332
57,16660695642.333332
58,16660695642.333332
59,16660695642.333332
60,16660695642.333332
61,16660695642.333332
62,16660695642.333332
63,16660695642.333332
64,16660695642.333332
65,16660695642.333332
66,16660695642.333332
67,16660695642.333332
68,16660695642.333332
69,16660695642.333332
70,16660695642.333332
71,16660695642.333332
72,16660695642.333332
73,16660695642.333332
74,16660695642.333332
75,16660695642.333332
76,16660695642.333332
77,16660695642.333332
78,16660695642.333332
79,16660695642.333332
80,16660695642.333332
81,16660695642.333332
82,16660695642.333332
83,16660695642.333332
84,16660695642.333332
85,16660695642.333332
86,16660695642.333332
87,16660695642.333332
88,16660695642.333332
89,16660695642.333332
90,16660695642.333332
91,16660695642.333332
92,16660695642.333332
93,16660695642.333332
94,16660695642.333332
95,16660695642.333332
96,16660695642.333332
97,16660695642.333332
98,16660695642.333332
99,16660695642.333332
100,16660695642.333332
101,16660695642.333332
102,16660695642.333332
103,16660695642.333332
104,16660695642.333332
105,16660695642.333332
106,16660695642.333332
107,16660695642.333332
108,16660695642.333332
109,16660695642.333332
110,16660695642.333332
111,16660695642.333332
112,16660695642.333332
113,16660695642.333332
114,16660695642.333332
115,16660695642.333332
116,16660695642.333332
117,16660695642.333332
118,16660695642.333332
119,16660695642.333332
120,16660695642.333332
121,16660695642.333332
122,16660695642.333332
123,16660695642.333332
124,16660695642.333332
125,16660695642.333332
126,16660695642.333332
127,16660695642.333332
128,16660695642.333332
129,16660695642.333332
130,16660695642.333332
131,16660695642.333332
132,16660695642.333332
133,16660695642.333332
134,16660695642.333332
135,16660695642.333332
136,16660695642.333332
137,16660695642.333332
138,16660695642.333332
139,16660695642.333332
140,16660695642.333332
141,16660695642.333332
142,16660695642.333332
143,16660695642.333332
144,16660695642.333332
145,16660695642.333332
146,16660695642.333332
147,16660695642.333332
148,16660695642.333332
149,16660695642.333332
150,16660695642.333332
151,16660695642.333332
152,16660695642.333332
153,16660695642.333332
154,16660695642.333332
155,16660695642.333332
156,16660695642.333332
157,16660695642.333332
158,16660695642.333332
159,16660695642.333332
160,16660695642.333332
161,16660695642.333332
162,16660695642.333332
163,16660695642.333332
164,16660695642.333332
165,16660695642.333332
166,16660695642.333332
167,16660695642.333332
168,16660695642.333332
169,16660695642.333332
170,16660695642.333332
171,16660695642.333332
172,16660695642.333332
173,16660695642.333332
174,16660695642.333332
175,16660695642.333332
176,16660695642.333332
177,16660695642.333332
178,16660695642.333332
179,16660695642.333332
180,16660695642.333332
181,16660695642.333332
182,16660695642.333332
183,16660695642.333332
184,16660695642.333332
185,16660695642.333332
186,16660695642.333332
187,16660695642.333332
188,16660695642.333332
189,16660695642.333332
190,16660695642.333332
191,16660695642.333332
192,16660695642.333332
193,16660695642.333332
194,16660695642.333332
195,16660695642.333332
196,16660695642.333332
197,16660695642.333332
198,16660695642.333332
199,16660695642.333332
200,16660695642.333332
201,16660695642.333332
202,16660695642.333332
203,16660695642.333332
204,16660695642.333332
205,16660695642.333332
206,16660695642.333332
207,16660695642.333332
208,16660695642.333332
209,16660695642.333332
210,16660695642.333332
211,16660695642.333332
212,16660695642.333332
213,16660695642.333332
214,16660695642.333332
215,16660695642.333332
216,16660695642.333332
217,16660695642.333332
218,16660695642.333332
219,16660695642.333332
220,16660695642.333332
221,16660695642.333332
222,16660695642.333332
223,16660695642.333332
224,16660695642.333332
225,16660695642.333332
226,16660695642.333332
227,16660695642.333332
228,16660695642.333332
229,16660695642.333332
230,16660695642.333332
231,16660695642.333332
232,16660695642.333332
233,16660695642.333332
234,16660695642.333332
235,16660695642.333332
236,16660695642.333332
237,16660695642.333332
238,16660695642.333332
239,16660695642.333332
240,16660695642.333332
241,16660695642.333332
242,16660695642.333332
243,16660695642.333332
244,16660695642.333332
245,16660695642.333332
246,16660695642.333332
247,16660695642.333332
248,16660695642.333332
249,16660695642.333332
250,16660695642.333332
251,16660695642.333332
252,16660695642.333332
253,16660695642.333332
254,16660695642.333332
255,16660695642.333332
256,16660695642.333332
257,16660695642.333332
258,16660695642.333332
259,16660695642.333332
260,16660695642.333332
261,16660695642.333332
262,16660695642.333332
263,16660695642.333332
264,16660695642.333332
265,16660695642.333332
