iteracion,van
237,14433485471.0
238,14433485471.0
239,14433485471.0
240,14433485471.0
241,14433485471.0
242,14433485471.0
243,14433485471.0
244,14433485471.0
245,14456552988.333332
246,14456552988.333332
247,14456552988.333332
248,14456552988.333332
249,14456552988.333332
250,14456552988.333332
251,14456552988.333332
252,14456552988.333332
253,14456552988.333332
254,14456552988.333332
255,14456552988.333332
256,14456552988.333332
257,14456552988.333332
258,14456552988.333332
259,14456552988.333332
260,14456552988.333332
261,14456552988.333332
262,14456552988.333332
263,14456552988.333332
264,14456552988.333332
265,14456552988.333332
266,14456552988.333332
267,14456552988.333332
268,14456552988.333332
269,14456552988.333332
270,14456552988.333332
271,14456552988.333332
272,14456552988.333332
273,14456552988.333332
274,14456552988.333332
275,14456552988.333332
276,14456552988.333332
277,14456552988.333332
278,14456552988.333332
279,14456552988.333332
280,14456552988.333332
281,14456552988.333332
282,14456552988.333332
283,14456552988.333332
284,14456552988.333332
285,14456552988.333332
286,14456552988.333332
287,14456552988.333332
288,14456552988.333332
289,14456552988.333332
290,14456552988.333332
291,14456552988.333332
292,14456552988.333332
293,14456552988.333332
294,14466569012.0
295,14466569012.0
296,14506249138.666668
297,14506249138.666668
298,14506249138.666668
299,14506249138.666668
300,14506249138.666668
