iteracion,van
0,15625385840.333334
1,15742124459.666666
2,15742124459.666666
3,15742124459.666666
4,15742124459.666666
5,15742124459.666666
6,15742549024.333334
7,15742549024.333334
8,15767338021.0
9,15767338021.0
10,15767338021.0
11,15767338021.0
12,15782736140.333334
13,15782736140.333334
14,15782736140.333334
15,15789042959.666666
16,15866616235.333334
17,15866616235.333334
18,15866616235.333334
19,15866616235.333334
20,15866616235.333334
21,15866616235.333334
22,15866616235.333334
23,15866616235.333334
24,15879108368.333334
25,15879108368.333334
26,15879108368.333334
27,15879108368.333334
28,15879108368.333334
29,15909940166.0
30,15909940166.0
31,15909940166.0
32,15909940166.0
33,15909940166.0
34,15909940166.0
35,15909940166.0
36,15909940166.0
37,15909940166.0
38,15909940166.0
39,15909940166.0
40,15909940166.0
41,15909940166.0
42,15909940166.0
43,15909940166.0
44,15909940166.0
45,15909940166.0
46,15909940166.0
47,15909940166.0
48,15909940166.0
49,15909940166.0
50,15909940166.0
51,15909940166.0
52,15909940166.0
53,15909940166.0
54,15909940166.0
55,15909940166.0
56,15909940166.0
57,15909940166.0
58,15909940166.0
59,15909940166.0
60,15909940166.0
61,15909940166.0
62,15909940166.0
63,15909940166.0
64,15909940166.0
65,15909940166.0
66,15909940166.0
67,15909940166.0
68,15909940166.0
69,15909940166.0
70,15909940166.0
71,15909940166.0
72,15909940166.0
73,15909940166.0
74,15909940166.0
75,15909940166.0
76,15909940166.0
77,15909940166.0
78,15909940166.0
79,15909940166.0
80,15909940166.0
81,15909940166.0
82,15909940166.0
83,15909940166.0
84,15909940166.0
85,15909940166.0
86,15909940166.0
87,15909940166.0
88,15909940166.0
89,15909940166.0
90,15909940166.0
91,15909940166.0
92,15909940166.0
93,15909940166.0
94,15909940166.0
95,15909940166.0
96,15909940166.0
97,15909940166.0
98,15909940166.0
99,15909940166.0
100,15909940166.0
