iteracion,van
0,2305042088.333333
1,2389018239.0
2,2389018239.0
3,2446450666.333333
4,2630309560.666667
5,2689997433.0
6,2741985409.333333
7,2784467084.0
8,2797055897.666667
9,2857005821.666667
10,3046230331.666667
11,3068181737.666667
12,3068181737.666667
13,3068181737.666667
14,3068181737.666667
15,3068181737.666667
16,3068181737.666667
17,3068181737.666667
18,3068181737.666667
19,3076057072.0
20,3076057072.0
21,3076057072.0
22,3142076131.333333
23,3142076131.333333
24,3269555325.666667
25,3288917200.0
26,3311640811.0
27,3420463747.333333
28,3514424377.333333
29,3573024654.0
30,3573024654.0
31,3573024654.0
32,3587368773.0
33,3587368773.0
34,3643218703.666667
35,3671498427.333333
36,3671498427.333333
37,3671498427.333333
38,3671498427.333333
39,3671498427.333333
40,3695420918.666667
41,3738210958.0
42,3773238644.333333
43,3833775439.333333
44,3833775439.333333
45,3833775439.333333
46,3833775439.333333
47,3885160722.666667
48,3885160722.666667
49,3885160722.666667
50,3885160722.666667
51,3885160722.666667
52,3885160722.666667
53,3885160722.666667
54,3885160722.666667
55,3885160722.666667
56,3885160722.666667
57,3885160722.666667
58,3885160722.666667
59,3885160722.666667
60,3885160722.666667
61,3885160722.666667
62,3885160722.666667
63,3885160722.666667
64,3885160722.666667
65,3885160722.666667
66,3885160722.666667
67,3885160722.666667
68,3885160722.666667
69,3885160722.666667
70,3885160722.666667
71,3885749593.0
72,3885749593.0
73,3988156483.666667
74,3988156483.666667
75,3988156483.666667
76,3988156483.666667
77,3988156483.666667
78,3988156483.666667
79,3988156483.666667
80,3988156483.666667
81,3988156483.666667
82,3988156483.666667
83,3988156483.666667
84,3988820885.333333
85,3988820885.333333
86,3988820885.333333
87,3988820885.333333
88,3988820885.333333
89,3988820885.333333
90,3988820885.333333
91,3988820885.333333
92,3988820885.333333
93,3988820885.333333
94,3988820885.333333
95,3988820885.333333
96,4004121864.333333
97,4004121864.333333
98,4021432771.0
99,4034365372.666667
100,4067837528.666667
101,4067837528.666667
102,4067837528.666667
