iteracion,van
153,8527581934.666666
154,8527581934.666666
155,8527581934.666666
156,8527581934.666666
157,8527581934.666666
158,8527581934.666666
159,8527581934.666666
160,8527581934.666666
161,8527581934.666666
162,8527581934.666666
163,8527581934.666666
164,8527581934.666666
165,8527581934.666666
166,8527581934.666666
167,8527581934.666666
168,8527581934.666666
169,8527581934.666666
170,8527581934.666666
171,8527581934.666666
172,8527581934.666666
173,8527581934.666666
174,8527581934.666666
175,8527581934.666666
176,8527581934.666666
177,8527581934.666666
178,8527581934.666666
179,8527581934.666666
180,8527581934.666666
181,8527581934.666666
182,8527581934.666666
183,8527581934.666666
184,8527581934.666666
185,8527581934.666666
186,8527581934.666666
187,8527581934.666666
188,8527581934.666666
189,8527581934.666666
190,8527581934.666666
191,8527581934.666666
192,8527581934.666666
193,8527581934.666666
194,8527581934.666666
195,8527581934.666666
196,8527581934.666666
197,8527581934.666666
198,8527581934.666666
199,8527581934.666666
200,8527581934.666666
201,8527581934.666666
202,8527581934.666666
203,8527581934.666666
204,8527581934.666666
205,8527581934.666666
206,8527581934.666666
207,8527581934.666666
208,8527581934.666666
209,8527581934.666666
210,8527581934.666666
211,8527581934.666666
212,8527581934.666666
213,8527581934.666666
214,8527581934.666666
215,8527581934.666666
216,8527581934.666666
217,8527581934.666666
218,8527581934.666666
219,8527581934.666666
220,8527581934.666666
221,8527581934.666666
222,8527581934.666666
223,8527581934.666666
224,8527581934.666666
225,8527581934.666666
226,8527581934.666666
227,8527581934.666666
228,8527581934.666666
229,8527581934.666666
230,8527581934.666666
231,8527581934.666666
232,8527581934.666666
233,8527581934.666666
234,8527581934.666666
235,8527581934.666666
236,8527581934.666666
237,8527581934.666666
238,8527581934.666666
239,8527581934.666666
240,8527581934.666666
241,8527581934.666666
242,8527581934.666666
243,8527581934.666666
244,8527581934.666666
245,8527581934.666666
246,8527581934.666666
247,8527581934.666666
248,8527581934.666666
249,8527581934.666666
250,8527581934.666666
251,8527581934.666666
252,8527581934.666666
253,8527581934.666666
254,8527581934.666666
255,8527581934.666666
256,8527581934.666666
257,8527581934.666666
258,8527581934.666666
259,8527581934.666666
260,8527581934.666666
261,8527581934.666666
262,8527581934.666666
263,8527581934.666666
264,8527581934.666666
265,8527581934.666666
266,8527581934.666666
267,8527581934.666666
268,8527581934.666666
269,8527581934.666666
270,8527581934.666666
271,8527581934.666666
272,8527581934.666666
273,8527581934.666666
274,8527581934.666666
275,8527581934.666666
276,8527581934.666666
277,8527581934.666666
278,8527581934.666666
279,8527581934.666666
280,8527581934.666666
281,8527581934.666666
282,8527581934.666666
283,8527581934.666666
284,8527581934.666666
285,8527581934.666666
286,8527581934.666666
287,8527581934.666666
288,8527581934.666666
289,8527581934.666666
290,8527581934.666666
291,8527581934.666666
292,8527581934.666666
293,8527581934.666666
294,8527581934.666666
295,8527581934.666666
296,8527581934.666666
297,8527581934.666666
298,8527581934.666666
299,8527581934.666666
300,8527581934.666666
