iteracion,van
0,2252614138.333333
1,2341830680.3333335
2,2341830680.3333335
3,2361685383.0
4,2361685383.0
5,2361685383.0
6,2361685383.0
7,2392471937.333333
8,2392471937.333333
9,2392471937.333333
10,2409165156.666667
11,2409165156.666667
12,2409165156.666667
13,2409165156.666667
14,2409165156.666667
15,2409165156.666667
16,2409165156.666667
17,2409165156.666667
18,2409165156.666667
19,2409165156.666667
20,2409165156.666667
21,2409165156.666667
22,2409165156.666667
23,2409165156.666667
24,2409165156.666667
25,2409165156.666667
26,2427234412.0
27,2427234412.0
28,2427234412.0
29,2427234412.0
30,2427234412.0
31,2427234412.0
32,2427234412.0
33,2427234412.0
34,2427234412.0
35,2427234412.0
36,2427234412.0
37,2427234412.0
38,2427234412.0
39,2427234412.0
40,2427234412.0
41,2427234412.0
42,2427234412.0
43,2427234412.0
44,2427234412.0
45,2427234412.0
46,2427234412.0
47,2427234412.0
48,2427234412.0
49,2427234412.0
50,2427234412.0
51,2427234412.0
52,2427234412.0
53,2427234412.0
54,2427234412.0
55,2465510123.6666665
56,2465510123.6666665
57,2465510123.6666665
58,2465510123.6666665
59,2465510123.6666665
60,2465510123.6666665
61,2465510123.6666665
62,2465510123.6666665
63,2465510123.6666665
64,2465510123.6666665
65,2465510123.6666665
66,2465510123.6666665
67,2465510123.6666665
68,2465510123.6666665
69,2465510123.6666665
70,2465510123.6666665
71,2465510123.6666665
72,2465510123.6666665
73,2465510123.6666665
74,2465510123.6666665
75,2465510123.6666665
76,2465510123.6666665
77,2465510123.6666665
78,2465510123.6666665
79,2465510123.6666665
80,2465510123.6666665
81,2465510123.6666665
82,2465510123.6666665
83,2465510123.6666665
84,2465510123.6666665
85,2465510123.6666665
86,2465510123.6666665
87,2465510123.6666665
88,2465510123.6666665
89,2465510123.6666665
90,2465510123.6666665
91,2465510123.6666665
92,2465510123.6666665
93,2465510123.6666665
94,2465510123.6666665
95,2465510123.6666665
96,2465510123.6666665
97,2465510123.6666665
98,2465510123.6666665
99,2465510123.6666665
100,2465510123.6666665
