iteracion,van
0,3633210706.6666665
1,3709193994.0
2,3709193994.0
3,3858416382.0
4,3858416382.0
5,3858416382.0
6,3883701459.0
7,3917986392.3333335
8,3917986392.3333335
9,3917986392.3333335
10,3917986392.3333335
11,3976292981.3333335
12,4011339199.3333335
13,4054217959.3333335
14,4107129123.0
15,4107129123.0
16,4107129123.0
17,4117695280.0
18,4117695280.0
19,4196308149.6666665
20,4218959592.6666665
21,4218959592.6666665
22,4218959592.6666665
23,4218959592.6666665
24,4218959592.6666665
25,4218959592.6666665
26,4218959592.6666665
27,4218959592.6666665
28,4218959592.6666665
29,4218959592.6666665
30,4218959592.6666665
31,4218959592.6666665
32,4218959592.6666665
33,4218959592.6666665
34,4218959592.6666665
35,4218959592.6666665
36,4218959592.6666665
37,4218959592.6666665
38,4218959592.6666665
39,4218959592.6666665
40,4218959592.6666665
41,4218959592.6666665
42,4218959592.6666665
43,4218959592.6666665
44,4218959592.6666665
45,4218959592.6666665
46,4218959592.6666665
47,4218959592.6666665
48,4218959592.6666665
49,4218959592.6666665
50,4218959592.6666665
51,4218959592.6666665
52,4218959592.6666665
53,4218959592.6666665
54,4218959592.6666665
55,4218959592.6666665
56,4218959592.6666665
57,4218959592.6666665
58,4218959592.6666665
59,4218959592.6666665
60,4218959592.6666665
61,4218959592.6666665
62,4218959592.6666665
63,4218959592.6666665
64,4218959592.6666665
65,4218959592.6666665
66,4218959592.6666665
67,4218959592.6666665
68,4218959592.6666665
69,4218959592.6666665
70,4218959592.6666665
71,4218959592.6666665
72,4218959592.6666665
73,4218959592.6666665
74,4218959592.6666665
75,4218959592.6666665
76,4218959592.6666665
77,4218959592.6666665
78,4218959592.6666665
79,4218959592.6666665
80,4218959592.6666665
81,4218959592.6666665
82,4218959592.6666665
83,4218959592.6666665
84,4218959592.6666665
85,4218959592.6666665
86,4218959592.6666665
87,4218959592.6666665
88,4218959592.6666665
89,4218959592.6666665
90,4218959592.6666665
91,4218959592.6666665
92,4218959592.6666665
93,4218959592.6666665
94,4218959592.6666665
95,4218959592.6666665
96,4218959592.6666665
97,4218959592.6666665
98,4218959592.6666665
99,4218959592.6666665
100,4218959592.6666665
101,4218959592.6666665
102,4218959592.6666665
103,4218959592.6666665
104,4218959592.6666665
105,4218959592.6666665
106,4218959592.6666665
107,4218959592.6666665
108,4218959592.6666665
109,4218959592.6666665
110,4218959592.6666665
111,4218959592.6666665
112,4218959592.6666665
113,4218959592.6666665
114,4218959592.6666665
115,4218959592.6666665
116,4218959592.6666665
117,4218959592.6666665
118,4218959592.6666665
119,4218959592.6666665
120,4218959592.6666665
121,4218959592.6666665
122,4218959592.6666665
123,4218959592.6666665
124,4218959592.6666665
125,4218959592.6666665
126,4218959592.6666665
127,4218959592.6666665
128,4218959592.6666665
129,4218959592.6666665
130,4218959592.6666665
131,4218959592.6666665
132,4218959592.6666665
133,4218959592.6666665
134,4218959592.6666665
135,4218959592.6666665
136,4218959592.6666665
137,4218959592.6666665
138,4218959592.6666665
139,4218959592.6666665
140,4218959592.6666665
141,4218959592.6666665
142,4218959592.6666665
143,4218959592.6666665
144,4218959592.6666665
145,4218959592.6666665
146,4218959592.6666665
147,4218959592.6666665
148,4218959592.6666665
149,4218959592.6666665
150,4218959592.6666665
151,4218959592.6666665
152,4218959592.6666665
