iteracion,van
0,14052749580.333334
1,14196517867.333334
2,14210396445.666666
3,14210396445.666666
4,14238797323.0
5,14358704204.0
6,14358704204.0
7,14384094178.0
8,14384094178.0
9,14390398963.0
10,14432563288.666666
11,14445971048.0
12,14591167030.0
13,14591167030.0
14,14620015501.0
15,14648825057.0
16,14671095698.333334
17,14735963940.666666
18,14742100231.666666
19,14742100231.666666
20,14789786065.666666
21,14789786065.666666
22,14789786065.666666
23,14789786065.666666
24,14789786065.666666
25,14789786065.666666
26,14789786065.666666
27,14789786065.666666
28,14789786065.666666
29,14789786065.666666
30,14789786065.666666
31,14789786065.666666
32,14789786065.666666
33,14789786065.666666
34,14789786065.666666
35,15113425651.333334
36,15192758517.333334
37,15287364893.0
38,15287364893.0
39,15287364893.0
40,15287364893.0
41,15287364893.0
42,15287364893.0
43,15287364893.0
44,15287364893.0
45,15287364893.0
46,15287949071.333334
47,15287949071.333334
48,15287949071.333334
49,15287949071.333334
50,15317220866.666666
51,15425459898.0
52,15442550983.0
53,15442550983.0
54,15442550983.0
55,15442550983.0
56,15442550983.0
57,15442550983.0
58,15442550983.0
59,15478987043.666666
60,15510176196.0
61,15510176196.0
62,15526057698.0
63,15526057698.0
64,15548141496.666666
65,15613837930.0
66,15613837930.0
67,15614732393.666666
68,15614732393.666666
69,15614732393.666666
70,15614732393.666666
71,15614732393.666666
72,15682681179.666666
73,15682681179.666666
74,15682681179.666666
75,15682681179.666666
76,15682681179.666666
77,15682681179.666666
78,15682681179.666666
79,15682681179.666666
80,15682681179.666666
81,15682681179.666666
82,15682681179.666666
83,15764378954.666666
84,15764378954.666666
85,15764378954.666666
86,15764378954.666666
87,15764378954.666666
88,15764378954.666666
89,15764378954.666666
90,15764378954.666666
91,15764378954.666666
92,15764378954.666666
93,15764378954.666666
94,15764378954.666666
95,15764378954.666666
96,15764378954.666666
97,15764378954.666666
98,15764378954.666666
99,15764378954.666666
100,15764378954.666666
